results,dba_name,license_number,inspection_date,facility_type,risk,zip,latitude,longitude,v_cumsum,v_cumsum_cs
Fail,"TUHAMA, INC",2036278,01/19/2011,Grocery Store,2,60644,41.886554498523715,-87.76523430291367,0,0
Pass,KFC,189348,01/19/2016,Restaurant,1,60659,41.990214675792274,-87.71383607731778,0,0
Fail,RESTAURANT EL ASADOR II,2179622,01/19/2022,Restaurant,1,60632,41.80772111499567,-87.72682517366316,16,1
Pass,SAKURA TEPPANYAKI AND SUSHI,2064355,01/19/2023,Restaurant,1,60614,41.93285532207793,-87.64773750079577,21,10
Pass,LAO SZE CHUAN,2595620,01/19/2023,Restaurant,1,60616,41.85309845931148,-87.63460289479191,9,1
Pass,BALE SANDWICH AND BAKERY,2021688,01/19/2023,Restaurant,1,60640,41.973214590632,-87.65992980737389,3,0
Pass,NAPLES PIZZA,2446916,01/19/2023,Restaurant,1,60609,41.815603204509344,-87.68477272360894,3,0
Fail,FRESH MARKET PLACE #3,2708661,01/19/2023,Grocery Store,1,60639,41.92427271358551,-87.75211503765784,9,2
Pass,ANGELAS BURRITO STYLE,2809022,01/19/2023,Restaurant,1,60614,41.92918048191846,-87.6427689778928,3,0
Fail,MR. GREEK GYROS,58084,01/19/2023,Restaurant,1,60661,41.878102403055955,-87.64739070558905,8,1
Fail,JERKY JERK RARE,2684305,01/19/2023,Restaurant,1,60612,41.86890766821779,-87.683275390726,5,1
Pass,POPEYE'S #831,2594606,01/19/2023,Restaurant,1,60626,42.0193331123976,-87.68002153080553,5,1
Pass,PARK TO SHOP SUPERMARKET CANAL,2684483,01/19/2023,Grocery Store,1,60616,41.85665717815976,-87.63875334531697,8,2
Pass,LUTNIA RESTAURANT,72501,01/19/2023,Restaurant,1,60641,41.93869781741385,-87.76541113658556,1,0
Fail,POPEYE'S,2489026,01/19/2023,Restaurant,1,60608,41.8353362239431,-87.66583085901608,9,5
Fail,CRISP,1868619,01/19/2023,Restaurant,1,60657,41.93610815174804,-87.64441137564677,7,1
Fail,"TAQUERIA MISANTLA VER, INC.",2886356,01/19/2023,Restaurant,1,60623,41.846538888991475,-87.70495285575998,8,1
Fail,FRANCESCA'S ON CHESTNUT,2013184,01/19/2023,Restaurant,1,60611,41.89853034425216,-87.62177740924473,2,1
Fail,BOGAN HIGH SCHOOL,46041,01/19/2023,School,1,60652,41.74934817042143,-87.7210967274063,3,1
Fail,"WINGS OVER HARRISON, LLC/WINGSTOP RESTAURANTS, INC",2517705,01/19/2023,Restaurant,1,60605,41.87448905670627,-87.6273652953713,8,3
Pass,VIRTUE,2241029,01/19/2023,Restaurant,1,60615,41.7996512604028,-87.58940328555822,3,1
Pass,SPERTUS INSTITUTE FOR JEWISH LEARNING AND LEADERSH,2549798,01/19/2023,Restaurant,2,60605,41.8741738481537,-87.62437357417441,0,0
Fail,SAGE DINING SERVICES,2442839,01/19/2023,School,1,60613,41.950576516362005,-87.64906762223224,5,3
Pass,TACO MAYA,2863048,01/19/2023,Restaurant,1,60657,41.937633456808875,-87.66844084780955,1,0
Fail,SUBWAY,1719251,01/19/2023,Restaurant,1,60628,41.705296492547895,-87.64293095094614,7,1
Fail,CHICAGO'S PIZZA,1696176,01/19/2023,Restaurant,1,60641,41.95359543105369,-87.74147723471926,4,1
Fail,IMA'S,2857110,01/19/2023,Restaurant,1,60630,41.97234928256036,-87.74682508578468,3,1
Fail,JOY YEE PLUS,2008463,01/19/2023,Restaurant,1,60616,41.85362260604301,-87.63505989413537,5,1
Pass,SUBWAY 10266,2198339,01/19/2023,Restaurant,1,60608,41.8370868237626,-87.66558285253427,1,0
Pass,POTSTICKER HOUSE INC.,1474614,01/19/2023,Restaurant,1,60608,41.8369267740749,-87.64610297583852,17,2
Pass,WINDY CITY CAFE,86616,01/19/2023,Restaurant,1,60642,41.89638429492164,-87.65492651788387,8,0
Pass,SPERTUS INSTITUTE FOR JEWISH LEARNING AND LEADERSH,2549794,01/19/2023,Restaurant,2,60605,41.8741738481537,-87.62437357417441,0,0
Pass,EDGEWATER PRODUCE,16765,01/19/2023,Grocery Store,1,60640,41.98197137699897,-87.6683210322541,4,0
Pass,SUBWAY,1964427,01/19/2023,Restaurant,1,60615,41.79962235142029,-87.59172040988271,2,0
Fail,KFC,2293813,01/19/2023,Restaurant,1,60617,41.70312195660828,-87.5251248470275,18,2
Pass,MINI CHI CHI INC.,2528322,01/19/2023,Restaurant,1,60644,41.88018311843046,-87.76131902310048,20,2
Pass,VOLO RESTAURANT,1542917,01/19/2023,Restaurant,1,60618,41.94332263059663,-87.67884909733532,2,1
Pass,KARAVITES REST INC,11136,01/19/2023,Restaurant,2,60640,41.97628305591404,-87.65514776882976,2,0
Fail,STEVE'S LOUNGE,833,01/19/2023,Restaurant,1,60633,41.655416650555715,-87.54729079495272,26,1
Fail,"RAISING CANE'S RESTAURANTS, LLC",2776015,01/19/2023,Restaurant,1,60613,41.949010883298726,-87.65814287476813,5,2
Fail,"YOYO FOOD MART, INC.",2423649,01/19/2023,Grocery Store,2,60612,41.87368288464604,-87.69622204230475,9,3
Fail,CHURCH'S CHICKEN # 1054,1273277,01/19/2023,Restaurant,2,60609,41.808662601878325,-87.67025444015965,4,1
Fail,SIRI INDIAN RESTAURANT,2602169,01/19/2023,Restaurant,1,60607,41.86939628798951,-87.66499334444555,10,3
Fail,THE GODDESS AND GROCER,2196728,01/19/2023,Restaurant,1,60647,41.91197123079704,-87.67735193570363,5,1
Fail,MI CUADRA RESTAURANT,2887002,01/19/2023,Restaurant,1,60639,41.92226642324232,-87.78461492064997,2,1
Pass,PANDA EXPRESS RESTAURANT #2685,2446269,01/19/2023,Restaurant,1,60638,41.77469454158943,-87.74201330080811,2,0
Fail,Osteria Via Stato,1547695,01/19/2023,Restaurant,1,60610,41.89306252445921,-87.62826528761398,7,2
Fail,"FIXIN' FRANKS, LLC",2802557,01/19/2023,Restaurant,2,60639,41.91571014555266,-87.74590775451382,2,2
Fail,WINGSTOP RESTAURANT,2823020,01/19/2023,Restaurant,1,60641,41.93710698410429,-87.72698208255794,2,0
Pass,SUBWAY,2563501,01/19/2023,Restaurant,1,60638,41.77651160105122,-87.74237234140492,4,1
Pass,"CREMERIA SANTA MARIA, INC",1868311,01/19/2023,Grocery Store,1,60623,41.84454429200885,-87.71107279676545,14,3
Pass,GENE'S SNACKS & SUNDRIES,2621857,01/19/2023,Restaurant,2,60605,41.874945069002806,-87.6308324955019,9,4
Pass,CHAVEZ MULTICULTURAL,25151,01/19/2023,School,1,60609,41.807155141082866,-87.66600054557253,1,0
Pass,SUBWAY 33077,2887069,01/19/2023,Restaurant,1,60628,41.705296492547895,-87.64293095094614,5,1
Pass,SUBWAY SANDWICHES AND SALAD,2108309,01/19/2023,Restaurant,1,60623,41.85166637301674,-87.72413065542635,3,0
Fail,GRAND CITGO/ MR. SUB / DUNKIN DONUTS,1330101,01/19/2023,Restaurant,2,60642,41.89086776499436,-87.66697975929355,5,1
Fail,SWEET HONEY TEA,2570197,01/19/2023,Restaurant,1,60652,41.75466012439374,-87.74138475860521,8,2
Pass,TACO BURRITO KING,2059673,01/19/2023,Restaurant,1,60638,41.790043968551885,-87.80130039473886,9,1
Fail,TUMANS,1273473,01/19/2023,Restaurant,1,60622,41.8957195700408,-87.68182311956286,8,4
Pass,LA BURDICK CHICAGO LLC,2551679,01/19/2023,Restaurant,2,60654,41.89280026405856,-87.62796411945727,4,0
Pass,RESTAURANT  EL ASADOR II,2037179,01/20/2011,Restaurant,1,60623,41.84435644599689,-87.72520458577316,8,0
Pass,DUELIRE VINO & CUCINA,2064340,01/20/2011,Restaurant,1,60625,41.9637114633289,-87.68550577558725,0,0
Fail,"TUHAMA, INC",2036278,01/20/2011,Grocery Store,2,60644,41.886554498523715,-87.76523430291367,11,4
Fail,"BABAS FISH & CHICKEN, INC",2841390,01/20/2023,Restaurant,1,60621,41.779784072879195,-87.64970295329033,12,3
Fail,FISHERMANS ISLAND,2758303,01/20/2023,Restaurant,1,60649,41.77329289585066,-87.58644236831432,12,1
Pass,JB'S DELI INC.,1332670,01/20/2023,Restaurant,1,60640,41.98172336588329,-87.66828765522929,2,1
Pass,SWEETGREEN,2703724,01/20/2023,Restaurant,1,60614,41.91098173973453,-87.65120930801842,2,0
Pass,DUNKIN DONUTS,1913868,01/20/2023,Restaurant,2,60617,41.73536134404252,-87.58501433108263,8,0
Fail,POPEYE'S #862,2738644,01/20/2023,Restaurant,1,60653,41.80965253314558,-87.60574752734975,7,2
Fail,CERMAK PRODUCE #5 LTD,1649774,01/20/2023,Grocery Store,1,60608,41.83134990007708,-87.67584784785943,12,4
Pass,"SUSHI AVENUE, INC.",2517806,01/20/2023,Grocery Store,1,60657,41.93974461573451,-87.6685161010639,0,0
Pass,APPLEBEE'S NEIGHBORHOOD GRILL & BAR,2269750,01/20/2023,Restaurant,1,60707,41.92372832371481,-87.79277661387391,0,0
Pass,HUA'S CHINESE CHOP SUEY EXPRESS,2147319,01/20/2023,Restaurant,1,60617,41.73019625893931,-87.5505637029876,37,1
Pass,CUCKOO,2827652,01/20/2023,Restaurant,1,60640,41.97564877244971,-87.66821133005381,3,1
Pass,S & T PROVISION CO.,12173,01/20/2023,Grocery Store,1,60655,41.691445910285765,-87.71567310388504,2,0
Pass,SUBWAY,2621567,01/20/2023,Restaurant,1,60609,41.815329857960506,-87.66528799042858,2,1
Pass,SWANSON'S BEVERLY RITZ,2510601,01/20/2023,Restaurant,1,60655,41.70648710708992,-87.68230267534743,9,0
Fail,SHIBAM RESTAURANT,2560481,01/20/2023,Restaurant,1,60630,41.96834387397885,-87.74030968600258,22,10
Pass,FRANNIE'S CAFE,2887032,01/20/2023,Restaurant,1,60605,41.87225870806733,-87.62609460974379,0,0
Fail,7-ELEVEN,1194944,01/20/2023,Grocery Store,2,60614,41.930152639961186,-87.64339327641201,2,1
Pass,PATIO RESTAURANT,8042,01/20/2023,Restaurant,1,60607,41.8691886370389,-87.66427213008203,5,1
Pass,EZ SHAWARMA LLC,2817236,01/20/2023,Restaurant,1,60656,41.96415807203445,-87.83683754944124,11,2
Pass,Bridge Junior High School,1981286,01/20/2023,School,1,60634,41.945274592933224,-87.80089914642791,2,1
Fail,GYURO RAMEN LLC,2831005,01/20/2023,Restaurant,1,60607,41.88514498935212,-87.65431536717279,3,1
Fail,CHENGDU IMPRESSION SICHUAN CUISINE,2817304,01/20/2023,Restaurant,1,60622,41.905200085347865,-87.66957875405194,12,3
Fail,PITA PITA MEDITERRANEAN GRILL,2841290,01/20/2023,Restaurant,1,60612,41.87309735332711,-87.67745494311458,5,3
Pass,Food 4 Less #570,1928152,01/20/2023,Grocery Store,1,60620,41.736380045588184,-87.62750921902564,3,0
Pass,PROTEIN BAR,2304460,01/20/2023,Restaurant,1,60614,41.91655029829402,-87.6571654806545,4,0
Pass,YUMMY,2446443,01/20/2023,Restaurant,1,60634,41.94739919099713,-87.8069325222223,4,1
Pass,CREED ON LAKE,2688961,01/20/2023,Restaurant,1,60612,41.88434005711101,-87.69668734719967,1,0
Fail,POMPEI BAKERY,16411,01/20/2023,Restaurant,1,60607,41.86917024255043,-87.66538446635471,4,1
Fail,JJ FISH,2511352,01/20/2023,Restaurant,2,60612,41.875484228979744,-87.70582210007383,6,1
Fail,SILVER'S SEAFOOD RESTAURANT,1144034,01/20/2023,Restaurant,1,60640,41.96989464893081,-87.65954702205664,8,0
Fail,LUSH WINE & SPIRITS,2008711,01/20/2023,Restaurant,1,60642,41.89625011016584,-87.66295410715367,10,2
Fail,STAR LIGHT FOOD MARKET,1874058,01/20/2023,Grocery Store,1,60616,41.852052519797155,-87.63250528112087,10,1
Fail,BURGER KING #10345,2368801,01/20/2023,Restaurant,2,60608,41.83660842037554,-87.66557057083158,1,0
Pass,CASA HERNANDEZ,1047126,01/20/2023,Grocery Store,1,60626,42.00889670936706,-87.67331123054235,0,0
Fail,THE UNIT,2021618,01/20/2023,Grocery Store,2,60649,41.75892231743733,-87.56287603913708,5,2
Fail,Sayre Language Acad.,29271,01/20/2023,School,1,60707,41.91412360237105,-87.79875666766955,1,1
Pass,ALEXANDER GRAHAM BELL ELEM.,1878462,01/20/2023,School,1,60618,41.94952794711779,-87.68605495615246,3,0
Pass,PANDA EXPRESS #2522,2419040,01/20/2023,Restaurant,1,60601,41.885353703982936,-87.62641328540737,1,0
Pass,90 MILES CUBAN CAFE,1975927,01/20/2023,Restaurant,1,60647,41.91764973068125,-87.69145787418307,6,1
Pass,"KEDZIE FOOD MART, INC.",2670708,01/20/2023,Grocery Store,1,60612,41.87144759917631,-87.70569166240126,3,0
Pass,Beaubien Elementary School,22201,01/20/2023,School,1,60630,41.972379135874,-87.75752776008068,2,0
Pass,SUBWAY,1739186,01/20/2023,Restaurant,1,60620,41.73637382027632,-87.62723156456728,1,0
Pass,AVONDALE TAP,2368771,01/20/2023,Restaurant,1,60618,41.939307518988336,-87.71873540202452,2,0
Pass,PALESTINA PIZZA LLC,2873366,01/20/2023,Restaurant,1,60626,42.002628232187895,-87.67232835129398,7,0
Pass,Josephine Locke Elementary School,24231,01/20/2023,School,1,60634,41.931763005765575,-87.79564085495707,5,0
Fail,Hirsch Metro. (H/S),47031,01/20/2023,School,1,60619,41.75376120204399,-87.60176452344395,18,5
Fail,TUMANS,1273473,01/20/2023,Restaurant,1,60622,41.8957195700408,-87.68182311956286,12,5
Fail,POPEYES CHICKEN & BISCUITS,2822854,01/20/2023,Restaurant,1,60639,41.90951865138598,-87.7630187998563,7,1
Pass,Subway Restaurant,2197148,01/20/2023,Restaurant,1,60651,41.89481469929343,-87.75630215901684,4,0
Pass,GORDITAS LOLI'S #2,2583373,01/20/2023,Restaurant,1,60618,41.93930172570259,-87.71938935474189,6,0
Fail,SMART FOOD & MART INC,2808722,01/20/2023,Grocery Store,1,60651,41.902330170444024,-87.75831293619554,18,6
Pass,"ORIGINAL TRIPLE CROWN RESTAURANT, INC.",1997650,01/20/2023,Restaurant,1,60616,41.852052519797155,-87.63250528112087,9,0
Fail,ESTRELLA BLANCA NIGHT CLUB,2745149,01/20/2023,Restaurant,2,60641,41.93666807129704,-87.74665459887673,10,2
Pass,The Green Post,2817989,01/20/2023,Restaurant,1,60625,41.96815422075822,-87.69363812631346,16,4
Fail,Barry,22141,01/20/2023,School,1,60641,41.9325111830202,-87.73942513693042,1,1
Pass,MILAN'S RESTAURANT & BAR,1903556,01/20/2023,Restaurant,1,60618,41.94103960949827,-87.72605899436533,3,1
Fail,MEZCALA,2808461,01/20/2023,Restaurant,1,60647,41.93196913588585,-87.70013311819625,4,0
Pass,TACOS LOTERIA,2709168,01/20/2023,Restaurant,1,60647,41.917238212892286,-87.71141424342281,1,0
Fail,"SUNRISE BREAKFAST & LUNCH RESTAURANT, INC.",2626697,01/20/2023,Restaurant,1,60655,41.69914649461559,-87.72051218013883,13,2
Pass,WHOLE FOODS MARKET,2488666,01/20/2023,Grocery Store,1,60657,41.93974461573451,-87.6685161010639,3,1
Pass,LA FIESTA RESTAURANT,41725,01/20/2023,Restaurant,1,60655,41.691399886046646,-87.70464634367544,6,0
Fail,PANES BREAD CAFE,36251,01/20/2023,Restaurant,1,60657,41.936372505860334,-87.65413313674591,11,4
Pass,O'HARE GASLIGHT CLUB,43114,01/21/2014,Restaurant,1,60666,NA,NA,0,0
Pass,SHARKS FISH & CHICKEN,2374648,01/21/2015,Restaurant,2,60628,41.68601702970069,-87.62097609686657,0,0
Pass,7-ELEVEN #33725,1299593,01/21/2016,Grocery Store,2,60611,41.89245180138692,-87.62256644896387,0,0
Pass,EAT AND RUN  NFP,1986439,01/21/2016,Restaurant,1,60620,41.735629164499365,-87.66684642780346,1,0
Pass,"WENDY'S PROPERTIES, LLC",2405954,01/21/2016,Restaurant,1,60641,41.93915237354105,-87.73125116042982,0,0
Pass,MCDONALDS,1443878,01/22/2013,Restaurant,2,60660,41.99549427944373,-87.6602863708148,0,0
Fail,PITA PIT,2374030,01/22/2015,Restaurant,1,60626,42.0017987908865,-87.66090125470285,0,0
Pass,"CARNICERIA LEON GUANAJUATO, INC.",1821637,01/22/2015,Grocery Store,1,60639,41.9169598551884,-87.7339453364064,0,0
Pass,CERES CAFE,18237,01/23/2013,Restaurant,1,60604,41.878025655260835,-87.63206228626693,0,0
Pass,LEE WING WAH,2202689,01/23/2013,Restaurant,1,60616,41.85372213502968,-87.6348528729056,0,0
Pass,DELI & MORE,2341717,01/23/2015,Grocery Store,1,60657,41.93304198721907,-87.63802271094978,0,0
Fail,SEE THRU CHINESE KITCHEN,1245305,01/23/2020,Restaurant,1,60619,41.742264630727,-87.60483675201563,15,4
Fail,BEAT KITCHEN,1694767,01/23/2020,Restaurant,1,60618,41.93965193153802,-87.6809032053269,23,5
Pass,PUBLICAN QUALITY BREAD,2835590,01/23/2023,Bakery,1,60622,41.89079750286754,-87.67179544935355,0,0
Pass,TACO MAYA,2863047,01/23/2023,Restaurant,1,60657,41.937633456808875,-87.66844084780955,0,0
Fail,CAFE ISTANBUL,2601247,01/23/2023,Restaurant,1,60622,41.903289141646646,-87.67791409556975,14,5
Pass,Spaulding/Hope Academy,63031,01/23/2023,School,1,60612,41.88338943530201,-87.66807949279023,1,0
Pass,HOST INTERNATIONAL INC,34210,01/23/2023,Restaurant,1,60666,42.008536400868735,-87.91442843927047,6,1
Pass,MOSES BUTCHER SHOP,2158051,01/23/2023,Grocery Store,1,60651,41.90216644210144,-87.75318234870979,8,0
Fail,CHICAGO PHILLY STOP,2391595,01/23/2023,Restaurant,1,60612,41.88543498614326,-87.66708805526099,6,2
Pass,MARIO'S BUTCHER SHOP,2109251,01/23/2023,Grocery Store,2,60644,41.88004498075895,-87.77049337933958,16,1
Pass,LO'S CHINA KITCHEN INC.,2492239,01/23/2023,Restaurant,1,60618,41.95408331771469,-87.69830277007019,3,0
Pass,ROYAL SONESTA CHICAGO AND HOYT'S AMERICAN TAVERN,2698756,01/23/2023,Restaurant,1,60601,41.88775652273528,-87.62551819161445,4,0
Pass,ANTONIA PANTOJA H.S.,70228,01/23/2023,School,2,60641,41.93792920397516,-87.7270034809162,0,0
Pass,MI CUADRA RESTAURANT,2887002,01/23/2023,Restaurant,1,60639,41.92226642324232,-87.78461492064997,3,1
Fail,COUSCOUS RESTARURANT,1140774,01/23/2023,Restaurant,1,60607,41.86920031338893,-87.66347266172151,6,0
Fail,STEAK & EGGER,13520,01/23/2023,Restaurant,1,60608,41.852608269755734,-87.65596319826747,3,2
Pass,FREDDIES,2262795,01/23/2023,Restaurant,1,60616,41.83796578686669,-87.64390672735786,4,0
Fail,HOT SEAFOOD MARKET INC.,2840868,01/23/2023,Restaurant,1,60619,41.72251869461573,-87.60463680899302,12,2
Fail,CHECKERS/ RALLY'S,2704237,01/23/2023,Restaurant,1,60628,41.685458811028944,-87.64201677375817,5,1
Fail,"Garvey, M.",24951,01/23/2023,School,1,60643,41.706595595144904,-87.64754034240696,10,1
Pass,"WARD, JAMES",25751,01/23/2023,School,1,60616,41.84395162027452,-87.63531815399789,2,1
Fail,D'AGOSTINOS PIZZA,2516916,01/23/2023,Restaurant,1,60613,41.94696420186995,-87.6636616004036,11,2
Pass,TE'AMO BOBA BAR,2882299,01/23/2023,Restaurant,2,60611,41.897740856252504,-87.62396131598219,5,0
Pass,ONE STOP FOOD & LIQUOR STORE,1094,01/23/2023,Grocery Store,2,60653,41.816865148052045,-87.59868884416672,4,1
Pass,DOLLOP DINER,2507003,01/23/2023,Restaurant,1,60640,41.97424235878787,-87.66834139863518,2,0
Fail,HONEY BEAR RESTAURANT,2699440,01/23/2023,Restaurant,1,60626,42.01012437485032,-87.67436989898064,8,0
Fail,TED'S,2863478,01/23/2023,Restaurant,1,60620,41.73604613500343,-87.65328285521976,11,3
Pass,REPLAY/ELIXIR,2385227,01/23/2023,Restaurant,1,60640,41.979729777066666,-87.66841902665125,2,0
Pass,HUB 51,2192977,01/23/2023,Restaurant,1,60666,42.008536400868735,-87.91442843927047,7,0
Pass,THREE BROTHERS,2818243,01/23/2023,Grocery Store,1,60612,41.87363514754481,-87.70086223773322,3,0
Fail,GREEN GROCER CHICAGO,1873405,01/23/2023,Grocery Store,2,60642,41.89113617756349,-87.66242942830333,6,1
Fail,BABAS 63 & DAMEN,2483654,01/23/2023,Restaurant,1,60636,41.7794212392915,-87.67424150977281,7,2
Fail,TEA NINJA,2684533,01/23/2023,Restaurant,2,60657,41.93878358216897,-87.64420916879916,13,4
Pass,"TONY'S TAMALES, LLC",2873515,01/23/2023,Restaurant,1,60636,41.78994534652036,-87.68407712139212,1,0
Pass,KFC,2293813,01/23/2023,Restaurant,1,60617,41.70312195660828,-87.5251248470275,18,2
Fail,WILLIAM G. HIBBARD ELEMENTARY SCHOOL,23801,01/23/2023,School,1,60625,41.97036267439323,-87.71036214052708,2,0
Fail,TORO JAPANESE RESTAURANT INC,2560884,01/23/2023,Restaurant,1,60614,41.9289565890134,-87.6426397468366,4,2
Pass,JERRY'S SANDWICHES,2411708,01/23/2023,Restaurant,1,60625,41.96769881732379,-87.68780818484225,2,0
Fail,SOMERSET/DEVEREAUX,2522223,01/23/2023,Restaurant,1,60610,41.902311915686454,-87.62849738136275,2,1
Pass,ECUADOR RESTAURANT INC,39981,01/23/2023,Restaurant,1,60647,41.93196325562962,-87.70099958246527,2,0
Pass,RED ROOSTER,2594846,01/23/2023,Restaurant,1,60649,41.765990001140594,-87.57378733665412,4,0
Pass,ARTHUR  A. LIBBY ELEMENTARY SCHOOL,1981868,01/23/2023,School,1,60609,41.796798535916395,-87.65994624487057,1,0
Fail,SUBWAY,1938179,01/23/2023,Restaurant,1,60619,41.7435467578672,-87.6242521859341,3,1
Pass,PITA PITA MEDITERRANEAN GRILL,2841290,01/23/2023,Restaurant,1,60612,41.87309735332711,-87.67745494311458,7,3
Pass,LYMAN A BUDLONG ELEMENTARY,22391,01/23/2023,School,1,60625,41.97572651851171,-87.69660442713682,7,2
Fail,TOCCO,2192968,01/23/2023,Restaurant,1,60666,42.008536400868735,-87.91442843927047,7,0
Pass,BURRITO BEACH,1142116,01/23/2023,Restaurant,1,60666,42.008536400868735,-87.91442843927047,5,1
Pass,SOMERSET/DEVEREAUX,2522216,01/23/2023,Restaurant,1,60610,41.902311915686454,-87.62849738136275,1,0
Pass,ASPIRA EARLY COLLEGE,2076639,01/23/2023,School,2,60618,41.93738186062328,-87.72682410240208,0,0
Fail,LOCAL MARKET,2689706,01/23/2023,Grocery Store,1,60649,41.765990001140594,-87.57378733665412,7,0
Fail,Burley Elementary,22421,01/23/2023,School,1,60657,41.93796493348329,-87.66985204161114,4,1
Pass,JEWEL FOOD STORE #2602,1402,01/23/2023,Grocery Store,1,60609,41.82758389676358,-87.68245444246118,3,0
Fail,AFRICAN FOOD PALACE,2786130,01/23/2023,Restaurant,1,60617,41.733126274660215,-87.55147733331737,15,2
Pass,GOLDEN DRAGON CHINESE RESTAURANT,2703451,01/23/2023,Restaurant,1,60612,41.881020491797024,-87.68867106150643,11,4
Fail,BILLYS GOAT'S,50158,01/23/2023,Restaurant,1,60607,41.8813532143597,-87.66591593930038,5,0
Pass,TACO MAYA,2863046,01/23/2023,Restaurant,1,60657,41.937633456808875,-87.66844084780955,0,0
Pass,MOBIL GAS AND FOOD MART,2622681,01/23/2023,Grocery Store,3,60626,42.01270437063092,-87.67450071917104,0,0
Pass,S & S THAI RESTAURANT INC.,2835415,01/23/2023,Restaurant,1,60641,41.946332650823166,-87.72754687888806,1,0
Fail,WILDBERRY PANCAKES & CAFE,2088572,01/23/2023,Restaurant,1,60601,41.884588371969095,-87.62327256105529,4,2
Fail,KFC,2636220,01/23/2023,Restaurant,1,60643,41.703900878937965,-87.68139649760822,6,0
Pass,GROVER CLEVELAND ELEMENTARY SCHOOL,1387,01/23/2023,School,1,60618,41.9520147036778,-87.70642927466382,2,0
Fail,SENORITAS,2671515,01/23/2023,Restaurant,1,60608,41.85810453086136,-87.65360897005824,12,4
Fail,KONG DOG,2637101,01/23/2023,Restaurant,1,60607,41.86943238157197,-87.66273255621276,5,0
Fail,SOMERSET/DEVEREAUX,2522224,01/23/2023,Restaurant,1,60610,41.902311915686454,-87.62849738136275,5,1
Fail,LA MICHOACANA ICE CREAM SHOP,2797770,01/23/2023,Restaurant,2,60641,41.93899744579538,-87.74241736722566,3,1
Pass,MILANO'S PIZZA,24438,01/24/2020,Restaurant,1,60643,41.6940420332519,-87.681078992843,0,0
Pass,LITTLE VIETNAM RESTAURANT,2594572,01/24/2020,Restaurant,1,60660,41.98374414417153,-87.65940408893736,0,0
Pass,Nino's Heroes Elementary,31101,01/24/2020,School,1,60617,41.743749689418706,-87.55189813096123,0,0
Pass,INFUSE HOSPITALITY,2631726,01/24/2020,Restaurant,2,60654,41.88874103813187,-87.63708054058772,0,0
Pass,GIORDANO'S,2398783,01/24/2022,Restaurant,1,60631,42.003062035390926,-87.81637371807534,0,0
Fail,"HALSTED SHELL, DUNKIN DONUTS, MR SUB",1330095,01/24/2022,Restaurant,2,60628,41.71580477012766,-87.64320825324427,16,5
Fail,RICA AREPA VENEZUELAN CAFE INC,2563826,01/24/2023,Restaurant,1,60639,41.91696265480475,-87.73366743914933,2,2
Pass,BELL HEIRS BBQ INC,2887118,01/24/2023,Restaurant,1,60609,41.80901096180861,-87.64336385382629,0,0
Fail,SUBWAY,1954041,01/24/2023,Restaurant,1,60613,41.94714045392253,-87.65393422004064,6,3
Fail,GORILLA SUSHI LOGAN SQUARE,2543141,01/24/2023,Restaurant,1,60647,41.93096908810037,-87.71028632230771,5,0
Pass,L & T CHINA FAST WOK INC.,2463130,01/24/2023,Restaurant,1,60647,41.91810712421967,-87.69736529538596,2,1
Pass,ALPANA,2807976,01/24/2023,Restaurant,1,60610,41.897601778585454,-87.62807769686262,3,0
Pass,MELI CAFE ON DEARBORN,2294320,01/24/2023,Restaurant,1,60605,41.87556910960446,-87.62938322586831,10,2
Pass,SUSHILICIOUS,2890455,01/24/2023,Restaurant,1,60646,41.99721918706988,-87.7645546496093,2,0
Pass,CHICK-FIL-A LOYOLA WATER TOWER,2506194,01/24/2023,Restaurant,1,60611,41.896803947893225,-87.6269202837321,7,0
Fail,KHEPRI CAFE,2683983,01/24/2023,Restaurant,1,60625,41.966061791348025,-87.7085480707044,4,0
Pass,STARBUCKS COFFEE #216,2812832,01/24/2023,Restaurant,2,60611,41.89334129631224,-87.61758915120579,0,0
Fail,JOE'S BARBEQ AND FISH #1,0,01/24/2023,Restaurant,1,60644,41.8803828652783,-87.74569046021573,24,6
Pass,HANDCUT FOODS,2354960,01/24/2023,School,1,60601,41.8866149095058,-87.61896496436381,2,0
Fail,GINO'S EAST OF CHICAGO,30142,01/24/2023,Restaurant,1,60605,41.87523755678771,-87.62907784469319,18,5
Pass,SNICKER'S BAR  & GRILL,2446404,01/24/2023,Restaurant,1,60654,41.89067889940841,-87.6281786988307,6,1
Pass,Brentano,22311,01/24/2023,School,1,60647,41.93097047175388,-87.69625758176569,0,0
Fail,BP,2078699,01/25/2011,Grocery Store,3,60622,41.89544655615747,-87.7062375407087,0,0
Pass,BOULEVARD SPORTS LOUNGE,2089403,01/25/2016,Restaurant,1,60647,41.91013882883812,-87.6939299081578,0,0
Fail,FAST SUPER BURITTO,1841156,01/25/2018,Restaurant,1,60613,41.95428475504034,-87.6773557509826,9,1
Pass,SUBWAY,1904894,01/25/2018,Restaurant,1,60605,41.8656758723776,-87.625943531346,0,0
Pass,Chartwells @ DePaul University,1166643,01/25/2023,Restaurant,1,60604,41.878110156499886,-87.62753454596945,2,0
Pass,"POTBELLY SANDWICH WORKS, LLC",2313501,01/25/2023,Restaurant,1,60622,41.905294766080985,-87.66927286318838,1,0
